trip_id,road_segments
341,"7504,159444,7463,100107,165037,106550,10729,10688,5714,7446,5713,636,636,636,636,102158,33019,597,599,600"
342,"153213,153213,12649,12653,25557,5846,5843,5841,5702,5642,5642,5642,5642,603,602,11722,5693,185457,154003,638,156545,39208,39174,155435,176390,39197,1075,148,670,149,149,149,137903,137913,137882,137832,137843,186823,120794,120806,120806,19093,27642,112450,186757,25261,185625,28057,27684,191999,192002,27751,27751,27751,27751,27751,27751,27751,27751,27751,27602"
343,"184037,184037,32589,32589,32597,138894,35259,1097,100184,100184,100184,100184,152651,6439,10483,10469,10498,10498,25500,25500,25508,25508,25508,25508,25508,25209,25209,10462,10458,10460,10423,10423,10423,10423,10423,10465,10552,10472,1015,152032,10481,121201,7356,157034,7112,6817,5,116545,116571,25239,168345,136470,136470,948,28124,28120,6783,6783,6782,6782,6782,6782,1909,1911,1913,3867,4078,99158,99158,99158,3926,3870,3918,3918,3918,593,593,593"
344,"158526,158526,158526,158526,158526,158526,158526,158526,158526,158526,105085,8826,8846,791,106438,867,868,844,853,168345,136470,136470,136470,948,28124,28120,6783,6783,6782,6782,6782,1909,1911,1913,3867,4078,99158,99158,3921,3926,3870,3918,3918,593,593,593,593,593,593,593,36510,36510,99809,99809,99809,99809,99809,99809,99809"
345,"7758,7758,7758,7758,7758,7758,7758,7758,7758,7758,7758,7758,7758,7758,110365,150008,775,1,144,144,144,25681,156205,139,139,125636,1202,138,125634,6781,133,17,6882,6882,6882,183279,176478,175618,175618,175618,178520,183282,190086,190086,7007,7007,7007,190086,190086,190086"
346,"10435,10435,34129,10414,10532,10532,1015,1015,1015,1015,1015,1015,10488,152032,10481,121201,157034,7355,7112,25702,6,106446,170,116547,8448,788,788,788,788,8844,8844,8844,792,795,796,796,796,796,796,796,796,796"
347,"100,100,100,10285,10299,10295,105993,4076,1474,1484,162526,7350,6397,1502,1502,159371,159371,1202,125634,125634,6781,125629,51474,51462,51469,153407,5143,1022,99398,99415,22446,101607,806,22418,810,810,99441,99450,99454,185166,112778,33757,32375,42227,30451,30444,97456,33572,33821,33821,33821"
348,"153971,153971,153971,153971,153971,153971,153971,153971,153971,153971,153971,153971,153971,153971,153971,13228,191085,13225,13225,13227,133430,27195,150008,773,156202,156199,156199,737,726,726,133449,133449,4345,136476,136476,136476,1925,1925,4083,3867,99158,99158,3921,3926,3870,3918,3918,594,594,99809,99809,99809,99809,99809,99809,99809"
349,"66250,66250,66255,65831,65840,65840,5069,153953,5082,106442,131715,8450,1159,1159,130577,8457,788,792,795,796,796,796,8176,859,859,859"
350,"888,22444,99416,1016,1020,51477,159513,159513,1385,125631,125631,136,125638,193260,116576,25674,141,141,141,143,769,156199,156199,737,737,726,133450,133436,133436,160748,5448,153466,7416,920,927,927"
351,"79476,79476,79498,79460,24269,79493,79573,6888,6889,6885,99299,99299,1382,125631,135,136,125637,194151,1208,1208,6871,7250,7250,6868,134159,134383,7271,7271,7271,7240,8474,8474,8176,796,796,796,796"
352,"183952,125624,141731,141731,141731,10598,110378,110378,110378,191970,191970,191970,1457,1441,108530,108520,108516,108516,108516,139585,191250,97607,26703,26703"
353,"173754,173754,110460,12441,189217,159542,159542,159542,159542,159542,159542,159542,189214,7738,164365,12686,7779,12623,12473,106389,6802,6802,7792,717,726,726,99088,133449,4345,133443,136476,136476,1925,1925,4083,3867,99158,99158,3925,3869,3870,3918,3918,593,593,36511,36511,36511,36511,36511,36511"
354,"125624,107218,141731,10598,110378,110378,110378,110378,191969,110068,110068,110068,110068,110068,1461,100092,100092,140714,1556,1556,1454,1562"
355,"14999,14999,14994,157179,14956,5034,971,962,26,156003,22372,7036,7036,99299,1382,125631,135,125637,1204,1205,194265,33182,154094,1300,1300,117104,1007,1007,1009,10438,10438,10438,10438,10438,10438,1012,1136,1136,1136,1136,1136,1136,1136,10422,25508,25508,25508,6436,6436,6462,6444,6846,6458,6458,1187,1187,1187,25673,6,116545,853,168345,136470,136470,947,28124,28124,6783,6783,6783,6782,7318,7318,6782,6782,6782,1909,1911,1913,3867,4078,99158,99158,3925,3926,3870,3918,3918,594,594,99809,99809,99809,99809,99809,99809,99809,99809,99809,99809,99809,99809"
356,"39610,4972,4972,11803,11834,106785,106785,106785,106785,106785,723,718,159466,6807,6807,183686,153212,6518,108492,34132,1099,1099,1101,1102,1105,1105,1105,1105,127396,1110,1014,6505,6505,6505,6505,6505,6505,6505,6505"
357,"156286,156283,168057,183741,156297,156294,5233,51471,5175,102165,184180,1384,1385,125631,134,178,178,182,182,182,182,33682,183,183,4330,122739,122739,4290,4290,6782,6782,6782,6782,1909,1911,1913,3867,4078,99158,99158,99158,3926,3870,3918,3918,3918,593,593,593"
358,"157177,56740,156281,56741,157179,14956,5034,973,962,156003,22372,7036,7036,99299,1382,125631,136,125638,193260,116576,25244,141,141,157,157,6518,108492,895,895,10565,133194,599,893,893,893,893,893,893,893,893,893,893,893,600,600,600,600,600,600,600,600,600"
359,"105554,682,107447,108976,132762,105554,680,99928,99928,99928,99928,99928,99928,99928,91177,900,900,78946,78975,970,26,156003,22372,7036,7036,19,99299,125631,134,178,178,182,182,182,33684,183,183,183,122739,122739,122739,4290,4290,77163,166956,6782,6782,6782,1909,1911,1913,3867,4078,99158,99158,3921,3926,3870,3918,3918,593,593,593,36511,36511,36511,36511,36511,36511,36511,36511,593"
360,"10691,10691,10691,10691,10691,10690,10693,10693,1349,1349,1349,1349,149,149,149,137903,137913,137882,137832,137839,186823,120800,120812,120806,28251,27734,25675,25691,25261,19679,185625,28057,27684,27684,192002,192002,192002,27751,27751,27602,27602,27602,27602,27602,27602,27602,27602,27438,27491,27342,97619"
361,"1533,1533,10598,10598,10598,110378,110378,191970,191970,191970,18795,162413,108530,108520,108516,108516,108516,139586,139586,101783,101783,101782,101780,27015,27015,110342,101761,110343,110343,110343,110343,110343,110343"
362,"1437,107456,107454,107454,107454,1313,10594,1534,1534,54757,102513,100094,7365,1288,1288,25685,1275,60347,10695,10691,10687,1267,10730,102136,1252,1254,1256,5865,5851,1259,5997,11170,5675,22662,5634"
363,"1014,6505,6503,127396,1108,10430,10430,10430,10453,10547,6509,1137,1137,1144,110450,110452,110452,1147,5254,5258,5129,5210,159380,159380,159380,78730"
364,"9182,176234,55834,8625,9203,9203,9199,8626,8626,8616,8618,8636,9182,9587,9587,800,8513,8513,8513,8513,8513,188605,22444,99416,1016,9939,1020,5142,51477,159511,1383,51501,51486,6721,6882,6882,6882,22,176478,178520,183282,190086,7007,7007,7007,7007,7007,7007,190086,190086,190086"
365,"112604,112604,112603,112607,60,54,75,1466,1466,60834,67,67,69,72,72,25719,1302,159370,1296,1484,162526,7350,1502,159372,110395,193260,116577,1214,1162,1160,1160"
366,"107445,107445,684,110426,1328,136566,1431,125624,141731,141731,141731,1534,1534,45,45,102,108821,100,100,89,89,122453,25257,22131,32,34,121881,121881"
367,"154090,154090,6430,6426,7348,7348,8704,8712,8714,30294,1300,117104,117104,117104,117104,117104,117104,1142,140435,1144,1144,1129,1131,13340,156300,1575,1575,131,105035,191977,1153,1150,100096,100096,100096,140716,140716,6992,6992,14955,6520,56740,56740,56740,56740,56740"
368,"45708,45708,44837,44817,45004,45004,44928,45147,44957,44957,44938,194556,44845,45118,168039,168039,45199,45268,45268,45268"
369,"10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,5115,1280,1280,1280,25685,25685,1271,1278,100110,1351,1350,10684,150,150,150871,150871,156011,156011,37896,37896,37896,37894,156199,156199,156199,737,726,726,99088,133449,4345,133443,136476,136476,136476,1925,1925,4083,3867,3867,99158,99158,99158,3925,3926,3870,3918,3918,593,593,593,593,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510"
370,"132780,132780,132780,107454,107454,107454,10594,1534,1534,1534,1534,102,100,10285,105993,4076,1471,7350,7350,6397,1502,159371,1202,138,125634,45471,45826,182,182,182,33682,183,183,25743,167136,15246,4290,4290,6782,6782,6782,1909,103796,103782,109610,4083,3867,99158,99158,99158,3926,3870,3918,3918,594,594,99809,99808,99808,99808,99808,99808,99808,99808,99808,99808,99808,99808,99808,99808,99808"
371,"132762,108977,684,1328,136566,183952,141731,1534,1534,1534,44,54757,102513,100094,100094,7365,1288,25683,100126,100126,176395,133196,133196,133196,893,595,595"
372,"8238,786,786,786,786,786,866,106090,7312,4178,7860,7853,7853,3973,7876,7966,138812,119292,8280,8275,8275,8275,8273,8273,8273,8273,8273,8273,8273,8273,8273,8273,8273,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,8272,7966,8267,3980,109546,109546,109568,109551,136470,136470,136470,947,28124,28124,28120,6783,6783,6782,6782,6782,6782,6782,1909,1911,1913,3867,3867,99158,99158,99158,3925,3926,3870,3918,3918,593,593,593,593,593,593,36511,36511,36511"
373,"184666,184666,184666,184666,184666,8450,8450,8450,8450,1160,1160,1160,1163,185485,1187,25673,6,116545,116571,853,168345,136470,136470,947,28124,28124,28120,6783,6783,6782,6782,6782,6782,1909,1911,1911,1913,3867,4078,99158,99158,99158,3925,3869,3870,3918,3918,593,593,593,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510"
374,"5824,5826,5826,1265,1252,1254,1256,1331,185775,185775,650,650,650,652,652,652,10934,155149,22657,190590,1039,1028,5835,646,646,5659,5629,5619,38386,689,689,691,694,694,694,694,694,36529,36529,36529,36529,36529,36529"
375,"125624,125624,125624,107218,141731,1534,1534,1534,45,45,102,100,10285,165854,1296,1296,1474,162526,140424,6397,6397,6397,6397,6397,6397,154094,154094,1300,1300,1300,1300,1300,1300,140424,140424,140424,140424,7350,6397,6397,1502,1502,159371,1202,137,137,178,178,182,182,182,33682,183,183,183,122739,122739,132089,4290,28122,6782,6782,1909,1911,1913,3867,4078,99158,99158,3925,3869,3918,3918,593,593,593,593,593"
376,"1361,1357,1357,1357,1357,1357,1362,125616,1351,1349,1349,1349,149,149,149,78707,137887,137898,137880,137880,137880,137880,137880,137880,137880,137880,28002,27552,27552,27148,29079,29079,29079,29079,28068,28068,28068,28068,28068,28068"
377,"10435,190997,190994,1505,1507,10430,10430,10453,6509,1137,1144,110449,1131,13340,13340,156300,156307,5306,5306,5306,5306,156288,6994,159068,14927,14927,7000,6992,14955,6523,56741,56740"
378,"1294,49,108835,4144,77,100094,169421,7365,1280,1271,60347,10695,5715,5724,1267,102136,1252,1254,1338,5865,5865"
379,"108839,108839,108839,108839,108839,54754,54754,54754,32,34,121879,121881,121881,71,71,72,25719,159250,1302,1296,1296,1296,1296,1296,1474,1484,162526,140424,6397,1502,1502,159372,110395,110395,193260,116576,116576,25674,25244,141,141,141,141,2,37894,156199,156199,156199,737,726,726,99088,133449,133449,4345,133443,136476,136476,136476,1938,1925,1925,4083,3867,4078,99158,99158,99158,3925,3926,3870,3870,3918,3918,3918,593,593,593,593,593,593,593"
380,"968,962,26,156003,22372,22372,7036,7036,19,99299,1382,125631,125631,135,136,125638,125638,116576,116576,125639,25673,6,116545,116571,25239,168345,136470,136470,947,28123,28123,125918,125918,7317,7180,125904,6696,6696,100414,100415,6738,6738,6738,122448,161553"
381,"163875,102169,6045,153332,6742,5203,5234,5231,51482,5276,5285,1494,156292,156288,156288,7121,152019,25541,25541,14705,14706,56740,56740"
382,"1308,1308,1306,1306,1474,1484,1473,1476,1476,159378,1298,1297,86,10291,89,122454,122454,4151,4151,4151,108835,107212,125625,181233,136565,136565,136565,1327,110427,108977,107446,680,99927,110373,110375,131072,39545,27566,27566,27566,27566,27566,27566,27566,27566,27566,27566,27566"
383,"33,33,33,33,33,33,33,33,33,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,32,34,121881,121881,72,25719,159250,159370,1474,1474,1474,1474,162526,140424,6397,1502,159371,1202,137,137,178,178,181,182,182,182,33682,183,183,4330,122739,122739,132089,4290,28122,6782,6782,6782,1909,1911,1913,3867,99158,99158,99158,3926,3870,3918,3918,593,593,593,593"
384,"183952,125624,141731,1534,1534,44,4144,77,100098,7365,25685,25685,1275,60347,159430,10695,10691,7447,7451,190874,190874,190874,190874,190874,190874,190874,190874,190874,191123,191123,191123,190877,190877,190877,190877,190877,190877,190877,191089,183815,183815,183815,175417,102162,13241,21473,108491,771,156202,156199,156199,737,726,726,99088,133450,136477,136548,136541,4082,907,907,907,22005,1386,1386,1387,22026,1994,1994,1994,1994,1998,1998,1998,3918,3918,3918,593,593,593,593"
385,"102349,102349,102349,156129,7487,7487,992,992,992,992,1097,100184,6441,1126,7359,104796,1112,84323,93045,116869,116869,109544,163871,84423,84379,84379,84379"
386,"5825,1265,7512,1249,106550,1268,10688,10690,10694,6228,60344,1277,1269,1281,1287,1287,1287,1287,132756,78,108881,108881,1290,1292,108411,105994,49,49,49,108832,45,102,108821,100,100"
387,"10506,10506,10464,6435,10470,34154,10496,6437,136581,136581,183530,34144,190145,982,108491,771,156202,156199,156199,737,737,726,99088,133450,133437,136477,136541,136541,4082,908,101001,101795,31729,31729,31729,31729,31733,31733"
388,"33061,155577,188776,101689,188782,5411,36558,163574,163574,194403,5391,99083,698,694,694,694,36529,36528,36528,36528,36528,36528,36528,36528,36528,36528,36528,36528,7617,128596,128596,128596,128596,99086,6802,161175,7792,51539,160775,7115,7115,7115,35263,779,779,7714,106567,160779,1835,104274,35255,7727,39435,153946,153951,153951,153951,153951,153951,153951"
389,"593,593,593,593,99809,4270,4268,3848,3848,3848"
390,"79498,79498,79468,24267,24269,79493,79493,79573,6888,99300,155999,6885,99299,99299,125633,125631,135,136,125638,125638,193260,116576,116576,125639,25245,25245,25679,6816,7111,7357,6472,6472,6472,6472,6472,136585,6442,100185,100185,100185,6247,6247,6248"
391,"79255,24233,79307,24227,24227,139819,24209,79395,24271,24269,79493,79573,177475,183733,22439,79601,79594,6771,6790,51507,5207,5200,5200,5200,5200"
392,"8829,8829,8829,8820,8820,8822,8826,792,795,796,796,796,796,796,796,8474,8474,8474"
393,"91178,91178,91178,91178,91178,91178,91178,99929,682,107445,684,1328,181234,125623,157266,1532,1532,1532,1532,1532,154957,154957,1437,107456,132780,107454,107454,110378,110378,110378,110378,110378"
394,"100083,100083,10612,100080,100080,1043,1043,678,678,675,27120,27120,27120,27120,27120,7362,4147,4147,1275,6229,10695,5714,7447,7451,191123,191089,121408,734,734,39217,34274,7750,7750,7744,7744,7744,7744,100187,100187"
395,"24263,24263,24263,7401,156285,156287,132860,100097,100097,100097,191975,118,115,99,90,107217,107217,4149,1534,1534,1534,1534,177915,125625,1326,136565,136565,4156,108977,105554"
396,"155162,155162,193129,152641,6849,6849,6855,6824,6372,6372,6372,79806,79806,79806,79806,79806,79806"
397,"24191,24191,24191,79483,24186,79471,1237,158952,1239,6330,6878,99286,6717,99299,1382,125631,135,136,125637,1203,1199,1199,6826,6871,7250,7250,6868,7245,134157,134157,134157,6867,134157,134157,134157,134157,134157,134157,134157,134157,134157,6867,134157"
398,"8717,8714,154092,1300,117104,117104,117104,117104,117104,1006,1142,1144,1144,1144,110449,1130,1130,1130,1130,110452,110452,110452,110452,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,110452,110452,110452,110452,110452,110452,110452,110452,159249,1005,1009,6507,10423,10552,6505,6504,34152,980,190145,150246,771,771,156202,156199,156199,156199,737,726,726,99088,133449,133443,136476,136476,1938,1925,4083,3867,4078,99158,99158,3926,3870,3918,3918,3918,593,593,593,593,593,593,593,36510,36510,36510,36510"
399,"1221,1221,159387,99305,139874,876,159389,7063,7063,181210,79773,7057,6889,6885,99299,99299,1382,125631,135,136,125638,125638,116576,116576,125639,25244,141,141,142,147,1090,1093,1077,39215,39215,39215,39215,39215,191261,175416,190830,121406,6493,102162,102162,102162,102162"
400,"1315,1315,1315,1315,117,121823,121823,121823,110377,1534,1534,1534,44,39,54759,54759,54759"
401,"183814,183814,183815,191094,734,734,39166,12451,1092,1093,22368,148,670,149,149,149,78707,137894,137901,137917,27426,27426,27744,120911,120911,120911,143403,177919,177919,28082,28082,28016,27314"
402,"5231,5231,51484,51480,996,5267,998,999,1002,159249,6402,1005,1007,1009,1012,10460,10466,1014,1014,1014,1014,1014,6505,6505,6505,6504,991,101724,980,980,6481,985,987,6486,36629,36629,36629,36632,36632,175420,175420,183813,183813"
403,"93039,93039,93039,93039,93039,131718,93040,65839,65829,65829,65829,1112,84323,93045,116869,116869,84412,22773,848,850,850,850,4970,4970,720,178332,178332,178332,7322,723,723,723,723,724,726,726,133450,133437,136477,136548,136541,911,4082,908,101002,101002,31723,31723,31727,31727,31727,31727,31727,31723,31723,31723"
404,"1437,1437,107457,1525,1525,1532,1532,1532,1532,154957,1438,108529,1440,191192,1443,1536,1535,100092,100092,100092,140715,105031,153194,153194,156283,1490,156297,1495,159472,51471,51466,6344,6344,6344,6344,6344"
405,"133430,133430,27768,185915,773,1,144,144,144,25681,156205,139,139,1191,125635,125635,125635,194263,110394,1199,6826,6826,141,141,6836,6836,6872,6827,1207,1207,1207,1207,1198,184299,6006,6428,6428,8706,108531,108531,1177,155997"
406,"132780,132780,132780,132780,132780,132780,132780,107454,107454,18794,18794,1313,10594,10594,1534,1534,54757,102513,100094,100094,169421,1288,25683,100126,100126,183385,133196,133196,133196,893,153300,595,156129,7487,1103,1103,1103,992,992,992,992,34145,980,190145,982,771,771,156199,156199,156199,737,726,99088,133449,4345,133443,136476,136476,1938,1925,4083,3867,4078,99158,99158,99158,3925,3869,3870,3918,3918,593,593,593,593,593,593,593,593"
407,"112604,112604,108881,1290,1292,1319,108456,1294,107213,141731,141731,141731,10598,110378,110378,110378,191969,1316,1316,1316,1459,152026,1461,1461,1461,1461,140715,153194,156283,168059,1148,156294,183739,5269,51467,5175,5175,5175,51498,159510,5143,5143,9940,134350,1216,101607,807,809,810,810,99450,99450,185166,112778,32375,32375,30463,30444,97456,33562,32382,184987,184995,161857,97462,175853,121728,43598,43605"
408,"112604,112604,79,108881,108881,1290,1290,1292,108411,108456,1294,108834,45,45,45,45,39542,110378,110378,191969,191969,191969,191969,1315,1315,117,107215,107215,107215,107215"
409,"157177,56740,156281,157181,157179,7005,5034,5034,978,978,962,26,23,22372,7036,7036,19,99299,1382,125631,134,178,178,181,182,182,182,33684,33682,183,183,4330,122739,122739,122739,4290,4290,6782,6782,6782,6782,1909,1911,1913,3867,3867,99158,99158,99158,3926,3870,3918,3918,593,593,593,593,593,99809,99809,99809,99809,99808"
410,"190571,190582,10962,153924,153924,651,651,651,648,648,648,648,648,648,648,185646,185646,185646,153927,4140,4140,4141,153928,655,650,650,650,652,652,10965,140422,140422,22653,190595,1035,1042,1028,1030,5661,646,646,646,25555,5656,5656,103986,155645,12355,5731,38387,100170,5765,7200,7204"
411,"107454,107454,107454,107454,107454,107454,107454,107454,107454,107454,1313,1313,1313,1313,1313,10596,10596,10596,10596,110378,110378,110378,110378,1316,110068,1460,1538,1538,1538,1538,1447,1454,1562,1571,5036,15007,5034,5034,978,978,962,156003,22372,7036,7036,19,99299,125631,134,178,178,181,182,182,182,33682,183,183,183,122739,122739,122739,4290,28122,6782,6782,6782,1911,1913,3867,4078,99158,99158,3925,3869,3870,3918,3918,593,593,593,593,36510,36510,36510,36510,36510,36510,36510,168217,22964,3848,99808"
412,"155994,69,25719,100135,100138,100151,108883,1367,10356,1364,1509,600,595,156129,7487,7487,1103,6474,6474,6474,6474,991,101724,190145,150246,771,156202,156202,156199,156199,737,737,726,726,133449,133449,4345,136476,136476,136476,1938,1925,1925,4083,3867,4078,99158,99158,3921,3926,3870,3918,3918,593,593,593,593,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510"
413,"5825,7512,1249,1249,1249,1249,106550,1268,5723,5718,10690,6228,1277,1274,1269,1269,25684,1287,7366,1284,102512,108881,1290,1292,1319,108411,108456,1294,108833,107212,107212"
414,"12433,153980,12559,171361,100192,12431,12421,148401,159461,12701,12719,12719,99061,99061,99061,99061,40102,40102,40102,637,637,5833,7519,7435,7452,185736,7461,159444,100107,165037,1251,1249,106550,10729,1268,5718,10690,159431,60344,100112,1277,1274,1269,1281,1287,1287,7366,7366,7366,7366,7366,100095,1284"
415,"164365,164365,164365,153327,164226,12503,12503,12615,7786,7788,106389,6802,6802,7792,713,717,726,726,99088,133450,133437,136477,136541,136541,910,910,910,136558,61583,61583,128623,108542,61947,99116,34432,99123,61650,61650,61650"
416,"8628,8628,134392,134399,166952,9202,107424,153789,128600,128600,182,182,182,33684,33682,183,183,183,4330,122739,122739,122739,4290,4290,28122,6782,6782,6782,6782,1909,1911,1911,1913,3867,4078,99158,99158,99158,3925,3869,3870,3918,3918,593,593,593,593,593,593,593,593,593"
417,"37898,37898,37898,37898,37900,895,895,1099,1101,1105,34134,34134,10411,106374,6509,6509,1137,140435,1144,1144"
418,"5714,5714,5714,5719,7451,36627,6494,19058,156136,37898,37898,771,156202,156199,156199,156199,737,726,726,99088,133449,4345,133443,136476,136476,1938,1925,4083,3867,3867,99158,99158,99158,3925,3869,3870,3918,3918,593,593,593,593,593,593,593,593"
419,"102164,51482,5276,1494,1494,5294,156292,156292,156290,168058,156285,156287,153195,132860,7323,140716,140716,159473,51485,6991,6992,14949,6523,56741,56740,56740,56740,56740,56740"
420,"12445,100186,100186,100186,7745,7751,7751,176390,39215,39162,191261,175416,175416,175416,190830,190830,183813,183813,183813,39176,5725,7593,106129,106129"
421,"7750,7744,7744,7744,7744,7744,7744,100187,189216,189216,189216,189216,189216,189216,189216,189216,189216,189216,189216,189216,189216,189216,189216,189216,189216,189216,12438,12438,12457,27706,27706,13227,110365,150010,156202,156199,156199,156199,737,726,726,99088,133449,4345,136476,136476,136476,1925,1925,4083,3867,99158,99158,99158,3926,3870,3918,3918,593,593,593,593,593,593"
422,"1841,1841,197,6255,6255,24177,24168,0,156202,156199,156199,737,726,726,99088,133436,133436,160748,133446,5448,914,920,926,931,933,933,5379,5316,5316,5316"
423,"5877,25632,153209,154005,154003,156545,39208,176390,39198,146760,190847,1070,156011,156011,37890,144,144,144,25681,156205,139,139,1191,125635,1195,1195,1195,159373,194151,6829,8867,155232,147683,158526,105085,7233,8827,8823,8829,8820,798,8021,8021,8021,8021,8021,8021,8021,8021,8021,8021"
424,"5660,5660,5660,5660,25555,5656,103986,155645,12355,5733,5728,159351,39185,39185,39220,12410,25211,97123,170705,110398,12589,7810,7822,7822,7822,7806,7793,7795,7795,752,757,6807,6807,12480,5994,5994,144,144,144,25681,156205,140,6848,1170,116544,1182,1172,7348,6428,6428,8706,8706,8706"
425,"5616,5616,39190,39190,39180,39180,152736,105438,105438,152246,39206,39206,39206,175413,12222,39212,39208,155435,155435,39215,190847,190847,156011,156011,37890,37890,144,144,25681,25681,139,139,1191,125636,1202,125634,125634,125630,17,17,6882,6882,22,176478,175618,175618,175618,175618,175618,178520,183282,190086,7007,7007,7007,190086"
426,"1356,1359,159424,159424,159424,100110,1352,1350,10684,1346,150,150871,156011,156011,37896,37896,4,37894,156199,156199,737,737,726,99088,133449,133449,133443,136476,136476,136476,1938,1925,4083,3867,4078,99158,99158,99158,3926,3870,3918,3918,3918,593,593,593,593,593,593,593,36510,36510,36510,36510,36510,168217,22964,99807,99807,127910,4268,168217,100432,22966,125897,125897,12790,12781"
427,"84315,1114,1114,1117,7358,32594,1127,1127,136585,136585,136585,6443,10585,10585,10585,6503,6503,6503,6503,1106,10388,155726,155726,1124,1124,1124,1124,153300,153300"
428,"7355,7355,7112,7112,7112,7354,6817,25703,140,6848,1188,185472,1161,8697,175321,175385,152647,158524,6867,6865,6865,6865,35000,6868,6868,6868,7245,134157,134157,134157,8021,6865,134157,134157,134157,6865,134157"
429,"84315,66251,1112,93045,116868,116868,116868,116868,4936,84431,175,116547,116547,788,788,788,788,788,788,792,795,4201,797,797,8474,8474"
430,"183952,183952,183952,141731,141731,141731,141731,1534,1534,1534,1534,39,4144,102513,77,100094,169421,7365,1288,1288,25683,100126,100128,100128,6204,176395,133196,893,153300,595,7610,7610,156129"
431,"36632,36632,175421,175421,175421,6492,734,39166,1094,1094,22368,148,670,149,149,78707,137913,137882,137832,186823,186823,120806,120806,27135,28251,27734,25675,25261,27209,27991,27684,27530,192004,192002,27751,27603"
432,"107455,107455,141731,141731,1534,1534,1534,44,108835,108835,125625,1326,1433,136565,136565,110427,683,108976,132763,4157,100080,100080,1043,1043"
433,"593,593,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,36510,168217,168217"
434,"157177,56740,156280,56742,102153,102151,6999,6999,6996,14692,6995,7122,7119"
435,"22754,8056,8056,22752,8059,160926,850,850,783,783,84419,84371,4935,93044,84315,1117,7358,1127,136585,10585,6503,6503,127396,1108,10430,1135,10547,1137,1141,1141,1141,159378,1298,1297,165855,165856,165856,165856,105993,105993"
436,"132762,108976,132763,4157,100080,100080,100080,100080,1043,679,10652,121143,119674,119682,119682,10622,1511,1511,1511,1511,1511,1511,1511,1511,1511,1511,1511,1511,1511,1290,1292,1292,1292,108411,1317,108455,108455,97948,97948,97948"
437,"107446,105555,105555,107447,107447,132763,132763,4157,100080,100080,1043,10654,120039,121142,10658,10641,27120,5113,4147,1275,1275,100110,1352,1350,10684,1348,150,150871,150871,156011,156011,37891,37896,37896,4,37894,156199,156199,737,737,726,99088,133449,133449,133443,136476,136476,1938,1925,4083,3867,4078,99158,99158,3925,3869,3870,3918,3918,593,593,593,36511,36511,36511,36511,36511,36511,36511,36511,36511"
438,"51483,5239,5250,5244,110457,5240,159267,6731,6732,6732,6732,156300,156307,5306,5306,156288,6994,159068,14927,7000,6992,14955,56741,56740,56740,56740,56740"
439,"36632,36632,36632,6492,39203,39203,734,39191,39179,39179,99062,99062,99062,99062,99067,99067,99067,152249,152249,39194,155409,155409,155409,155409,155410,155410,155413,155413,689,689,689,694,694,694,36529,36529,36529,36529,36529"
440,"190145,190145,982,37899,772,774,7758,7761,7762,12455,7743,67062,153298,67052,148400,12420,12420,12420,12420"
441,"102349,102349,156129,7487,1103,1103,980,982,772,773,1,144,144,25681,156205,139,1191,125636,1202,125634,6781,133,17,6882,6882,183279,175618,175618,175618,175618,175618,178520,183282,190086,190086"
442,"6506,6506,6506,6506,6506,6506,10546,6509,1138,1008,1180,10503,34149,1176,1171,1184,116543,116543,1214,1167,1166,1161,175319,175321,8558,105085,7233,8827,8823,8823,8823,8823,8823,8829,8829,8829,4201,4201,798,798"
443,"593,593,593,593,36511,63816,63816,63816,63816,2309,2309,2309,2309,2309,2309,2309,2309,3854,141928,3923,1999,57486,57486,2002,2005,2006,2006,2008,2008,4721,4721,4721,2009,2011,2011,2011,2011,2012,122740,33702,125644,125644,137759,137759,137759,137759,137759,137759,137759,137759,193,192,191,191,188,190,190,179,179,125634,125634,125634"
444,"38402,159389,7063,7063,7063,181210,79773,7057,6889,6885,99299,99299,125631,125631,136,125638,125638,193260,116576,125639,25244,141,141,141,142,147,147,1086,1095,1095,39179,39193,190271,155191,5804,185478,5798,5788,7429,604,5634"
445,"107456,107456,107456,107456,107456,107456,132781,132781,132781,132781,108660,108660,1441,1441,108530,1435,108517,108518,108518,108518,108518,1440,1440,191192,1450,105066,1562,1571,1571,6526,83503,157177,157177,56740,56740"
